date,blood_group,demand,day_of_week,month,is_weekend,weekend_factor,seasonal_factor
2024-08-29 21:20:50.701916,O-,12,3,8,False,1.0,1.0
2024-08-29 21:20:50.701916,A+,38,3,8,False,1.0,1.0
2024-08-29 21:20:50.701916,A-,6,3,8,False,1.0,1.0
2024-08-29 21:20:50.701916,B+,27,3,8,False,1.0,1.0
2024-08-29 21:20:50.701916,B-,6,3,8,False,1.0,1.0
2024-08-29 21:20:50.701916,AB+,13,3,8,False,1.0,1.0
2024-08-29 21:20:50.701916,AB-,3,3,8,False,1.0,1.0
2024-08-30 21:20:50.701916,O+,33,4,8,False,1.0,1.0
2024-08-30 21:20:50.701916,O-,13,4,8,False,1.0,1.0
2024-08-30 21:20:50.701916,A+,37,4,8,False,1.0,1.0
2024-08-30 21:20:50.701916,A-,7,4,8,False,1.0,1.0
2024-08-30 21:20:50.701916,B+,28,4,8,False,1.0,1.0
2024-08-30 21:20:50.701916,B-,3,4,8,False,1.0,1.0
2024-08-30 21:20:50.701916,AB+,12,4,8,False,1.0,1.0
2024-08-30 21:20:50.701916,AB-,2,4,8,False,1.0,1.0
2024-08-31 21:20:50.701916,O+,23,5,8,True,0.7,1.0
2024-08-31 21:20:50.701916,O-,14,5,8,True,0.7,1.0
2024-08-31 21:20:50.701916,A+,28,5,8,True,0.7,1.0
2024-08-31 21:20:50.701916,A-,5,5,8,True,0.7,1.0
2024-08-31 21:20:50.701916,B+,25,5,8,True,0.7,1.0
2024-08-31 21:20:50.701916,B-,4,5,8,True,0.7,1.0
2024-08-31 21:20:50.701916,AB+,11,5,8,True,0.7,1.0
2024-08-31 21:20:50.701916,AB-,3,5,8,True,0.7,1.0
2024-09-01 21:20:50.701916,O+,156,6,9,True,0.7,1.0
2024-09-01 21:20:50.701916,O-,59,6,9,True,0.7,1.0
2024-09-01 21:20:50.701916,A+,129,6,9,True,0.7,1.0
2024-09-01 21:20:50.701916,A-,29,6,9,True,0.7,1.0
2024-09-01 21:20:50.701916,B+,85,6,9,True,0.7,1.0
2024-09-01 21:20:50.701916,B-,20,6,9,True,0.7,1.0
2024-09-01 21:20:50.701916,AB+,44,6,9,True,0.7,1.0
2024-09-01 21:20:50.701916,AB-,11,6,9,True,0.7,1.0
2024-09-02 21:20:50.701916,O+,50,0,9,False,1.0,1.0
2024-09-02 21:20:50.701916,O-,17,0,9,False,1.0,1.0
2024-09-02 21:20:50.701916,A+,39,0,9,False,1.0,1.0
2024-09-02 21:20:50.701916,A-,7,0,9,False,1.0,1.0
2024-09-02 21:20:50.701916,B+,29,0,9,False,1.0,1.0
2024-09-02 21:20:50.701916,B-,5,0,9,False,1.0,1.0
2024-09-02 21:20:50.701916,AB+,12,0,9,False,1.0,1.0
2024-09-02 21:20:50.701916,AB-,2,0,9,False,1.0,1.0
2024-09-03 21:20:50.701916,O+,75,1,9,False,1.0,1.0
2024-09-03 21:20:50.701916,O-,23,1,9,False,1.0,1.0
2024-09-03 21:20:50.701916,A+,52,1,9,False,1.0,1.0
2024-09-03 21:20:50.701916,A-,12,1,9,False,1.0,1.0
2024-09-03 21:20:50.701916,B+,48,1,9,False,1.0,1.0
2024-09-03 21:20:50.701916,B-,11,1,9,False,1.0,1.0
2024-09-03 21:20:50.701916,AB+,20,1,9,False,1.0,1.0
2024-09-03 21:20:50.701916,AB-,5,1,9,False,1.0,1.0
2024-09-04 21:20:50.701916,O+,42,2,9,False,1.0,1.0
2024-09-04 21:20:50.701916,O-,14,2,9,False,1.0,1.0
2024-09-04 21:20:50.701916,A+,37,2,9,False,1.0,1.0
2024-09-04 21:20:50.701916,A-,9,2,9,False,1.0,1.0
2024-09-04 21:20:50.701916,B+,21,2,9,False,1.0,1.0
2024-09-04 21:20:50.701916,B-,5,2,9,False,1.0,1.0
2024-09-04 21:20:50.701916,AB+,16,2,9,False,1.0,1.0
2024-09-04 21:20:50.701916,AB-,3,2,9,False,1.0,1.0
2024-09-05 21:20:50.701916,O+,52,3,9,False,1.0,1.0
2024-09-05 21:20:50.701916,O-,17,3,9,False,1.0,1.0
2024-09-05 21:20:50.701916,A+,27,3,9,False,1.0,1.0
2024-09-05 21:20:50.701916,A-,11,3,9,False,1.0,1.0
2024-09-05 21:20:50.701916,B+,30,3,9,False,1.0,1.0
2024-09-05 21:20:50.701916,B-,7,3,9,False,1.0,1.0
2024-09-05 21:20:50.701916,AB+,9,3,9,False,1.0,1.0
2024-09-05 21:20:50.701916,AB-,3,3,9,False,1.0,1.0
2024-09-06 21:20:50.701916,O+,35,4,9,False,1.0,1.0
2024-09-06 21:20:50.701916,O-,13,4,9,False,1.0,1.0
2024-09-06 21:20:50.701916,A+,39,4,9,False,1.0,1.0
2024-09-06 21:20:50.701916,A-,6,4,9,False,1.0,1.0
2024-09-06 21:20:50.701916,B+,19,4,9,False,1.0,1.0
2024-09-06 21:20:50.701916,B-,5,4,9,False,1.0,1.0
2024-09-06 21:20:50.701916,AB+,8,4,9,False,1.0,1.0
2024-09-06 21:20:50.701916,AB-,2,4,9,False,1.0,1.0
2024-09-07 21:20:50.701916,O+,21,5,9,True,0.7,1.0
2024-09-07 21:20:50.701916,O-,5,5,9,True,0.7,1.0
2024-09-07 21:20:50.701916,A+,18,5,9,True,0.7,1.0
2024-09-07 21:20:50.701916,A-,5,5,9,True,0.7,1.0
2024-09-07 21:20:50.701916,B+,10,5,9,True,0.7,1.0
2024-09-07 21:20:50.701916,B-,2,5,9,True,0.7,1.0
2024-09-07 21:20:50.701916,AB+,10,5,9,True,0.7,1.0
2024-09-07 21:20:50.701916,AB-,1,5,9,True,0.7,1.0
2024-09-08 21:20:50.701916,O+,13,6,9,True,0.7,1.0
2024-09-08 21:20:50.701916,O-,12,6,9,True,0.7,1.0
2024-09-08 21:20:50.701916,A+,24,6,9,True,0.7,1.0
2024-09-08 21:20:50.701916,A-,5,6,9,True,0.7,1.0
2024-09-08 21:20:50.701916,B+,25,6,9,True,0.7,1.0
2024-09-08 21:20:50.701916,B-,1,6,9,True,0.7,1.0
2024-09-08 21:20:50.701916,AB+,7,6,9,True,0.7,1.0
2024-09-08 21:20:50.701916,AB-,0,6,9,True,0.7,1.0
2024-09-09 21:20:50.701916,O+,56,0,9,False,1.0,1.0
2024-09-09 21:20:50.701916,O-,13,0,9,False,1.0,1.0
2024-09-09 21:20:50.701916,A+,45,0,9,False,1.0,1.0
2024-09-09 21:20:50.701916,A-,7,0,9,False,1.0,1.0
2024-09-09 21:20:50.701916,B+,23,0,9,False,1.0,1.0
2024-09-09 21:20:50.701916,B-,5,0,9,False,1.0,1.0
2024-09-09 21:20:50.701916,AB+,8,0,9,False,1.0,1.0
2024-09-09 21:20:50.701916,AB-,2,0,9,False,1.0,1.0
2024-09-10 21:20:50.701916,O+,69,1,9,False,1.0,1.0
2024-09-10 21:20:50.701916,O-,20,1,9,False,1.0,1.0
2024-09-10 21:20:50.701916,A+,44,1,9,False,1.0,1.0
2024-09-10 21:20:50.701916,A-,10,1,9,False,1.0,1.0
2024-09-10 21:20:50.701916,B+,25,1,9,False,1.0,1.0
2024-09-10 21:20:50.701916,B-,5,1,9,False,1.0,1.0
2024-09-10 21:20:50.701916,AB+,14,1,9,False,1.0,1.0
2024-09-10 21:20:50.701916,AB-,3,1,9,False,1.0,1.0
2024-09-11 21:20:50.701916,O+,47,2,9,False,1.0,1.0
2024-09-11 21:20:50.701916,O-,13,2,9,False,1.0,1.0
2024-09-11 21:20:50.701916,A+,32,2,9,False,1.0,1.0
2024-09-11 21:20:50.701916,A-,9,2,9,False,1.0,1.0
2024-09-11 21:20:50.701916,B+,20,2,9,False,1.0,1.0
2024-09-11 21:20:50.701916,B-,5,2,9,False,1.0,1.0
2024-09-11 21:20:50.701916,AB+,9,2,9,False,1.0,1.0
2024-09-11 21:20:50.701916,AB-,4,2,9,False,1.0,1.0
2024-09-12 21:20:50.701916,O+,56,3,9,False,1.0,1.0
2024-09-12 21:20:50.701916,O-,14,3,9,False,1.0,1.0
2024-09-12 21:20:50.701916,A+,36,3,9,False,1.0,1.0
2024-09-12 21:20:50.701916,A-,6,3,9,False,1.0,1.0
2024-09-12 21:20:50.701916,B+,25,3,9,False,1.0,1.0
2024-09-12 21:20:50.701916,B-,6,3,9,False,1.0,1.0
2024-09-12 21:20:50.701916,AB+,11,3,9,False,1.0,1.0
2024-09-12 21:20:50.701916,AB-,2,3,9,False,1.0,1.0
2024-09-13 21:20:50.701916,O+,42,4,9,False,1.0,1.0
2024-09-13 21:20:50.701916,O-,14,4,9,False,1.0,1.0
2024-09-13 21:20:50.701916,A+,45,4,9,False,1.0,1.0
2024-09-13 21:20:50.701916,A-,6,4,9,False,1.0,1.0
2024-09-13 21:20:50.701916,B+,13,4,9,False,1.0,1.0
2024-09-13 21:20:50.701916,B-,7,4,9,False,1.0,1.0
2024-09-13 21:20:50.701916,AB+,6,4,9,False,1.0,1.0
2024-09-13 21:20:50.701916,AB-,3,4,9,False,1.0,1.0
2024-09-14 21:20:50.701916,O+,32,5,9,True,0.7,1.0
2024-09-14 21:20:50.701916,O-,9,5,9,True,0.7,1.0
2024-09-14 21:20:50.701916,A+,9,5,9,True,0.7,1.0
2024-09-14 21:20:50.701916,A-,5,5,9,True,0.7,1.0
2024-09-14 21:20:50.701916,B+,22,5,9,True,0.7,1.0
2024-09-14 21:20:50.701916,B-,6,5,9,True,0.7,1.0
2024-09-14 21:20:50.701916,AB+,4,5,9,True,0.7,1.0
2024-09-14 21:20:50.701916,AB-,1,5,9,True,0.7,1.0
2024-09-15 21:20:50.701916,O+,38,6,9,True,0.7,1.0
2024-09-15 21:20:50.701916,O-,10,6,9,True,0.7,1.0
2024-09-15 21:20:50.701916,A+,10,6,9,True,0.7,1.0
2024-09-15 21:20:50.701916,A-,2,6,9,True,0.7,1.0
2024-09-15 21:20:50.701916,B+,5,6,9,True,0.7,1.0
2024-09-15 21:20:50.701916,B-,3,6,9,True,0.7,1.0
2024-09-15 21:20:50.701916,AB+,6,6,9,True,0.7,1.0
2024-09-15 21:20:50.701916,AB-,1,6,9,True,0.7,1.0
2024-09-16 21:20:50.701916,O+,60,0,9,False,1.0,1.0
2024-09-16 21:20:50.701916,O-,16,0,9,False,1.0,1.0
2024-09-16 21:20:50.701916,A+,30,0,9,False,1.0,1.0
2024-09-16 21:20:50.701916,A-,6,0,9,False,1.0,1.0
2024-09-16 21:20:50.701916,B+,31,0,9,False,1.0,1.0
2024-09-16 21:20:50.701916,B-,7,0,9,False,1.0,1.0
2024-09-16 21:20:50.701916,AB+,10,0,9,False,1.0,1.0
2024-09-16 21:20:50.701916,AB-,3,0,9,False,1.0,1.0
2024-09-17 21:20:50.701916,O+,56,1,9,False,1.0,1.0
2024-09-17 21:20:50.701916,O-,14,1,9,False,1.0,1.0
2024-09-17 21:20:50.701916,A+,41,1,9,False,1.0,1.0
2024-09-17 21:20:50.701916,A-,9,1,9,False,1.0,1.0
2024-09-17 21:20:50.701916,B+,32,1,9,False,1.0,1.0
2024-09-17 21:20:50.701916,B-,5,1,9,False,1.0,1.0
2024-09-17 21:20:50.701916,AB+,10,1,9,False,1.0,1.0
2024-09-17 21:20:50.701916,AB-,3,1,9,False,1.0,1.0
2024-09-18 21:20:50.701916,O+,29,2,9,False,1.0,1.0
2024-09-18 21:20:50.701916,O-,21,2,9,False,1.0,1.0
2024-09-18 21:20:50.701916,A+,29,2,9,False,1.0,1.0
2024-09-18 21:20:50.701916,A-,6,2,9,False,1.0,1.0
2024-09-18 21:20:50.701916,B+,24,2,9,False,1.0,1.0
2024-09-18 21:20:50.701916,B-,6,2,9,False,1.0,1.0
2024-09-18 21:20:50.701916,AB+,13,2,9,False,1.0,1.0
2024-09-18 21:20:50.701916,AB-,2,2,9,False,1.0,1.0
2024-09-19 21:20:50.701916,O+,41,3,9,False,1.0,1.0
2024-09-19 21:20:50.701916,O-,12,3,9,False,1.0,1.0
2024-09-19 21:20:50.701916,A+,47,3,9,False,1.0,1.0
2024-09-19 21:20:50.701916,A-,9,3,9,False,1.0,1.0
2024-09-19 21:20:50.701916,B+,23,3,9,False,1.0,1.0
2024-09-19 21:20:50.701916,B-,3,3,9,False,1.0,1.0
2024-09-19 21:20:50.701916,AB+,9,3,9,False,1.0,1.0
2024-09-19 21:20:50.701916,AB-,1,3,9,False,1.0,1.0
2024-09-20 21:20:50.701916,O+,43,4,9,False,1.0,1.0
2024-09-20 21:20:50.701916,O-,22,4,9,False,1.0,1.0
2024-09-20 21:20:50.701916,A+,43,4,9,False,1.0,1.0
2024-09-20 21:20:50.701916,A-,8,4,9,False,1.0,1.0
2024-09-20 21:20:50.701916,B+,19,4,9,False,1.0,1.0
2024-09-20 21:20:50.701916,B-,5,4,9,False,1.0,1.0
2024-09-20 21:20:50.701916,AB+,12,4,9,False,1.0,1.0
2024-09-20 21:20:50.701916,AB-,2,4,9,False,1.0,1.0
2024-09-21 21:20:50.701916,O+,16,5,9,True,0.7,1.0
2024-09-21 21:20:50.701916,O-,0,5,9,True,0.7,1.0
2024-09-21 21:20:50.701916,A+,0,5,9,True,0.7,1.0
2024-09-21 21:20:50.701916,A-,0,5,9,True,0.7,1.0
2024-09-21 21:20:50.701916,B+,10,5,9,True,0.7,1.0
2024-09-21 21:20:50.701916,B-,0,5,9,True,0.7,1.0
2024-09-21 21:20:50.701916,AB+,2,5,9,True,0.7,1.0
2024-09-21 21:20:50.701916,AB-,0,5,9,True,0.7,1.0
2024-09-22 21:20:50.701916,O+,41,6,9,True,0.7,1.0
2024-09-22 21:20:50.701916,O-,11,6,9,True,0.7,1.0
2024-09-22 21:20:50.701916,A+,21,6,9,True,0.7,1.0
2024-09-22 21:20:50.701916,A-,4,6,9,True,0.7,1.0
2024-09-22 21:20:50.701916,B+,15,6,9,True,0.7,1.0
2024-09-22 21:20:50.701916,B-,3,6,9,True,0.7,1.0
2024-09-22 21:20:50.701916,AB+,6,6,9,True,0.7,1.0
2024-09-22 21:20:50.701916,AB-,1,6,9,True,0.7,1.0
2024-09-23 21:20:50.701916,O+,39,0,9,False,1.0,1.0
2024-09-23 21:20:50.701916,O-,11,0,9,False,1.0,1.0
2024-09-23 21:20:50.701916,A+,43,0,9,False,1.0,1.0
2024-09-23 21:20:50.701916,A-,6,0,9,False,1.0,1.0
2024-09-23 21:20:50.701916,B+,20,0,9,False,1.0,1.0
2024-09-23 21:20:50.701916,B-,7,0,9,False,1.0,1.0
2024-09-23 21:20:50.701916,AB+,10,0,9,False,1.0,1.0
2024-09-23 21:20:50.701916,AB-,3,0,9,False,1.0,1.0
2024-09-24 21:20:50.701916,O+,49,1,9,False,1.0,1.0
2024-09-24 21:20:50.701916,O-,13,1,9,False,1.0,1.0
2024-09-24 21:20:50.701916,A+,21,1,9,False,1.0,1.0
2024-09-24 21:20:50.701916,A-,7,1,9,False,1.0,1.0
2024-09-24 21:20:50.701916,B+,28,1,9,False,1.0,1.0
2024-09-24 21:20:50.701916,B-,6,1,9,False,1.0,1.0
2024-09-24 21:20:50.701916,AB+,14,1,9,False,1.0,1.0
2024-09-24 21:20:50.701916,AB-,3,1,9,False,1.0,1.0
2024-09-25 21:20:50.701916,O+,44,2,9,False,1.0,1.0
2024-09-25 21:20:50.701916,O-,14,2,9,False,1.0,1.0
2024-09-25 21:20:50.701916,A+,24,2,9,False,1.0,1.0
2024-09-25 21:20:50.701916,A-,10,2,9,False,1.0,1.0
2024-09-25 21:20:50.701916,B+,29,2,9,False,1.0,1.0
2024-09-25 21:20:50.701916,B-,6,2,9,False,1.0,1.0
2024-09-25 21:20:50.701916,AB+,10,2,9,False,1.0,1.0
2024-09-25 21:20:50.701916,AB-,2,2,9,False,1.0,1.0
2024-09-26 21:20:50.701916,O+,29,3,9,False,1.0,1.0
2024-09-26 21:20:50.701916,O-,20,3,9,False,1.0,1.0
2024-09-26 21:20:50.701916,A+,33,3,9,False,1.0,1.0
2024-09-26 21:20:50.701916,A-,7,3,9,False,1.0,1.0
2024-09-26 21:20:50.701916,B+,18,3,9,False,1.0,1.0
2024-09-26 21:20:50.701916,B-,9,3,9,False,1.0,1.0
2024-09-26 21:20:50.701916,AB+,12,3,9,False,1.0,1.0
2024-09-26 21:20:50.701916,AB-,2,3,9,False,1.0,1.0
2024-09-27 21:20:50.701916,O+,57,4,9,False,1.0,1.0
2024-09-27 21:20:50.701916,O-,11,4,9,False,1.0,1.0
2024-09-27 21:20:50.701916,A+,30,4,9,False,1.0,1.0
2024-09-27 21:20:50.701916,A-,8,4,9,False,1.0,1.0
2024-09-27 21:20:50.701916,B+,24,4,9,False,1.0,1.0
2024-09-27 21:20:50.701916,B-,7,4,9,False,1.0,1.0
2024-09-27 21:20:50.701916,AB+,9,4,9,False,1.0,1.0
2024-09-27 21:20:50.701916,AB-,2,4,9,False,1.0,1.0
2024-09-28 21:20:50.701916,O+,29,5,9,True,0.7,1.0
2024-09-28 21:20:50.701916,O-,10,5,9,True,0.7,1.0
2024-09-28 21:20:50.701916,A+,30,5,9,True,0.7,1.0
2024-09-28 21:20:50.701916,A-,9,5,9,True,0.7,1.0
2024-09-28 21:20:50.701916,B+,18,5,9,True,0.7,1.0
2024-09-28 21:20:50.701916,B-,3,5,9,True,0.7,1.0
2024-09-28 21:20:50.701916,AB+,6,5,9,True,0.7,1.0
2024-09-28 21:20:50.701916,AB-,2,5,9,True,0.7,1.0
2024-09-29 21:20:50.701916,O+,32,6,9,True,0.7,1.0
2024-09-29 21:20:50.701916,O-,10,6,9,True,0.7,1.0
2024-09-29 21:20:50.701916,A+,9,6,9,True,0.7,1.0
2024-09-29 21:20:50.701916,A-,3,6,9,True,0.7,1.0
2024-09-29 21:20:50.701916,B+,18,6,9,True,0.7,1.0
2024-09-29 21:20:50.701916,B-,3,6,9,True,0.7,1.0
2024-09-29 21:20:50.701916,AB+,8,6,9,True,0.7,1.0
2024-09-29 21:20:50.701916,AB-,1,6,9,True,0.7,1.0
2024-09-30 21:20:50.701916,O+,53,0,9,False,1.0,1.0
2024-09-30 21:20:50.701916,O-,12,0,9,False,1.0,1.0
2024-09-30 21:20:50.701916,A+,41,0,9,False,1.0,1.0
2024-09-30 21:20:50.701916,A-,6,0,9,False,1.0,1.0
2024-09-30 21:20:50.701916,B+,28,0,9,False,1.0,1.0
2024-09-30 21:20:50.701916,B-,5,0,9,False,1.0,1.0
2024-09-30 21:20:50.701916,AB+,9,0,9,False,1.0,1.0
2024-09-30 21:20:50.701916,AB-,3,0,9,False,1.0,1.0
2024-10-01 21:20:50.701916,O+,53,1,10,False,1.0,1.0
2024-10-01 21:20:50.701916,O-,17,1,10,False,1.0,1.0
2024-10-01 21:20:50.701916,A+,33,1,10,False,1.0,1.0
2024-10-01 21:20:50.701916,A-,5,1,10,False,1.0,1.0
2024-10-01 21:20:50.701916,B+,29,1,10,False,1.0,1.0
2024-10-01 21:20:50.701916,B-,4,1,10,False,1.0,1.0
2024-10-01 21:20:50.701916,AB+,9,1,10,False,1.0,1.0
2024-10-01 21:20:50.701916,AB-,3,1,10,False,1.0,1.0
2024-10-02 21:20:50.701916,O+,49,2,10,False,1.0,1.0
2024-10-02 21:20:50.701916,O-,21,2,10,False,1.0,1.0
2024-10-02 21:20:50.701916,A+,31,2,10,False,1.0,1.0
2024-10-02 21:20:50.701916,A-,4,2,10,False,1.0,1.0
2024-10-02 21:20:50.701916,B+,24,2,10,False,1.0,1.0
2024-10-02 21:20:50.701916,B-,4,2,10,False,1.0,1.0
2024-10-02 21:20:50.701916,AB+,12,2,10,False,1.0,1.0
2024-10-02 21:20:50.701916,AB-,2,2,10,False,1.0,1.0
2024-10-03 21:20:50.701916,O+,30,3,10,False,1.0,1.0
2024-10-03 21:20:50.701916,O-,12,3,10,False,1.0,1.0
2024-10-03 21:20:50.701916,A+,35,3,10,False,1.0,1.0
2024-10-03 21:20:50.701916,A-,7,3,10,False,1.0,1.0
2024-10-03 21:20:50.701916,B+,19,3,10,False,1.0,1.0
2024-10-03 21:20:50.701916,B-,6,3,10,False,1.0,1.0
2024-10-03 21:20:50.701916,AB+,10,3,10,False,1.0,1.0
2024-10-03 21:20:50.701916,AB-,2,3,10,False,1.0,1.0
2024-10-04 21:20:50.701916,O+,48,4,10,False,1.0,1.0
2024-10-04 21:20:50.701916,O-,20,4,10,False,1.0,1.0
2024-10-04 21:20:50.701916,A+,33,4,10,False,1.0,1.0
2024-10-04 21:20:50.701916,A-,6,4,10,False,1.0,1.0
2024-10-04 21:20:50.701916,B+,18,4,10,False,1.0,1.0
2024-10-04 21:20:50.701916,B-,6,4,10,False,1.0,1.0
2024-10-04 21:20:50.701916,AB+,10,4,10,False,1.0,1.0
2024-10-04 21:20:50.701916,AB-,2,4,10,False,1.0,1.0
2024-10-05 21:20:50.701916,O+,37,5,10,True,0.7,1.0
2024-10-05 21:20:50.701916,O-,16,5,10,True,0.7,1.0
2024-10-05 21:20:50.701916,A+,34,5,10,True,0.7,1.0
2024-10-05 21:20:50.701916,A-,8,5,10,True,0.7,1.0
2024-10-05 21:20:50.701916,B+,21,5,10,True,0.7,1.0
2024-10-05 21:20:50.701916,B-,5,5,10,True,0.7,1.0
2024-10-05 21:20:50.701916,AB+,9,5,10,True,0.7,1.0
2024-10-05 21:20:50.701916,AB-,2,5,10,True,0.7,1.0
2024-10-06 21:20:50.701916,O+,23,6,10,True,0.7,1.0
2024-10-06 21:20:50.701916,O-,4,6,10,True,0.7,1.0
2024-10-06 21:20:50.701916,A+,15,6,10,True,0.7,1.0
2024-10-06 21:20:50.701916,A-,5,6,10,True,0.7,1.0
2024-10-06 21:20:50.701916,B+,20,6,10,True,0.7,1.0
2024-10-06 21:20:50.701916,B-,3,6,10,True,0.7,1.0
2024-10-06 21:20:50.701916,AB+,5,6,10,True,0.7,1.0
2024-10-06 21:20:50.701916,AB-,1,6,10,True,0.7,1.0
2024-10-07 21:20:50.701916,O+,26,0,10,False,1.0,1.0
2024-10-07 21:20:50.701916,O-,18,0,10,False,1.0,1.0
2024-10-07 21:20:50.701916,A+,29,0,10,False,1.0,1.0
2024-10-07 21:20:50.701916,A-,11,0,10,False,1.0,1.0
2024-10-07 21:20:50.701916,B+,18,0,10,False,1.0,1.0
2024-10-07 21:20:50.701916,B-,5,0,10,False,1.0,1.0
2024-10-07 21:20:50.701916,AB+,10,0,10,False,1.0,1.0
2024-10-07 21:20:50.701916,AB-,2,0,10,False,1.0,1.0
2024-10-08 21:20:50.701916,O+,35,1,10,False,1.0,1.0
2024-10-08 21:20:50.701916,O-,13,1,10,False,1.0,1.0
2024-10-08 21:20:50.701916,A+,34,1,10,False,1.0,1.0
2024-10-08 21:20:50.701916,A-,5,1,10,False,1.0,1.0
2024-10-08 21:20:50.701916,B+,23,1,10,False,1.0,1.0
2024-10-08 21:20:50.701916,B-,4,1,10,False,1.0,1.0
2024-10-08 21:20:50.701916,AB+,18,1,10,False,1.0,1.0
2024-10-08 21:20:50.701916,AB-,3,1,10,False,1.0,1.0
2024-10-09 21:20:50.701916,O+,55,2,10,False,1.0,1.0
2024-10-09 21:20:50.701916,O-,16,2,10,False,1.0,1.0
2024-10-09 21:20:50.701916,A+,26,2,10,False,1.0,1.0
2024-10-09 21:20:50.701916,A-,6,2,10,False,1.0,1.0
2024-10-09 21:20:50.701916,B+,26,2,10,False,1.0,1.0
2024-10-09 21:20:50.701916,B-,4,2,10,False,1.0,1.0
2024-10-09 21:20:50.701916,AB+,13,2,10,False,1.0,1.0
2024-10-09 21:20:50.701916,AB-,2,2,10,False,1.0,1.0
2024-10-10 21:20:50.701916,O+,43,3,10,False,1.0,1.0
2024-10-10 21:20:50.701916,O-,14,3,10,False,1.0,1.0
2024-10-10 21:20:50.701916,A+,30,3,10,False,1.0,1.0
2024-10-10 21:20:50.701916,A-,8,3,10,False,1.0,1.0
2024-10-10 21:20:50.701916,B+,26,3,10,False,1.0,1.0
2024-10-10 21:20:50.701916,B-,5,3,10,False,1.0,1.0
2024-10-10 21:20:50.701916,AB+,12,3,10,False,1.0,1.0
2024-10-10 21:20:50.701916,AB-,2,3,10,False,1.0,1.0
2024-10-11 21:20:50.701916,O+,90,4,10,False,1.0,1.0
2024-10-11 21:20:50.701916,O-,33,4,10,False,1.0,1.0
